dep_var,indep_var,group_type,group_label,horizon,effect_value,pvalue,n_obs,status,aic,bic,source_file,description
RSUI,fao_value,element_item,"[1000 An] Producing Animals/Slaughtered | Meat of chickens, fresh or chilled",long_run,0.0037471455634009,,21.0,,302.2061727147882,308.4733073411287,top_long__1000_an.csv,"long run effect estimate of fao_value on RSUI for [1000 An] Producing Animals/Slaughtered | Meat of chickens, fresh or chilled: positive (estimate=0.00374715; p-value not provided in this file)."
RSUI,fao_value,element_item,"[1000 An] Producing Animals/Slaughtered | Meat of ducks, fresh or chilled",long_run,-47.63067771675515,,21.0,,296.45657044703256,302.7237050733731,top_long__1000_an.csv,"long run effect estimate of fao_value on RSUI for [1000 An] Producing Animals/Slaughtered | Meat of ducks, fresh or chilled: negative (estimate=-47.6307; p-value not provided in this file)."
RSUI,fao_value,element_item,[1000 An] Stocks | Ducks,long_run,-16.784031396045044,,21.0,,294.4877810261311,300.7549156524716,top_long__1000_an.csv,long run effect estimate of fao_value on RSUI for [1000 An] Stocks | Ducks: negative (estimate=-16.784; p-value not provided in this file).
RSUI,fao_value,element_item,"[1000 No] Production | Eggs from other birds in shell, fresh, n.e.c.",long_run,0.8051042601714227,,21.0,,312.66146799834405,318.9286026246846,top_long__1000_no.csv,"long run effect estimate of fao_value on RSUI for [1000 No] Production | Eggs from other birds in shell, fresh, n.e.c.: positive (estimate=0.805104; p-value not provided in this file)."
RSUI,fao_value,element_item,"[1000 No] Production | Hen eggs in shell, fresh",long_run,0.0001687842075486,,21.0,,310.228987203717,316.4961218300575,top_long__1000_no.csv,"long run effect estimate of fao_value on RSUI for [1000 No] Production | Hen eggs in shell, fresh: positive (estimate=0.000168784; p-value not provided in this file)."
RSUI,fao_value,element_item,"[An] Producing Animals/Slaughtered | Edible offal of pigs, fresh, chilled or frozen",long_run,-0.0042903356111673,,21.0,,300.5353439735053,306.80247859984587,top_long__an.csv,"long run effect estimate of fao_value on RSUI for [An] Producing Animals/Slaughtered | Edible offal of pigs, fresh, chilled or frozen: negative (estimate=-0.00429034; p-value not provided in this file)."
RSUI,fao_value,element_item,[An] Producing Animals/Slaughtered | Fat of pigs,long_run,-0.0042903356111673,,21.0,,300.5353439735053,306.80247859984587,top_long__an.csv,long run effect estimate of fao_value on RSUI for [An] Producing Animals/Slaughtered | Fat of pigs: negative (estimate=-0.00429034; p-value not provided in this file).
RSUI,fao_value,element_item,"[An] Producing Animals/Slaughtered | Meat of pig with the bone, fresh or chilled",long_run,-0.0042903356111673,,21.0,,300.5353439735053,306.80247859984587,top_long__an.csv,"long run effect estimate of fao_value on RSUI for [An] Producing Animals/Slaughtered | Meat of pig with the bone, fresh or chilled: negative (estimate=-0.00429034; p-value not provided in this file)."
RSUI,fao_value,element_item,"[No/An] Yield | Eggs from other birds in shell, fresh, n.e.c.",long_run,-226.1593949394196,,21.0,,312.66146799834405,318.9286026246846,top_long__no_an.csv,"long run effect estimate of fao_value on RSUI for [No/An] Yield | Eggs from other birds in shell, fresh, n.e.c.: negative (estimate=-226.159; p-value not provided in this file)."
RSUI,fao_value,element_item,"[No/An] Yield | Hen eggs in shell, fresh",long_run,1.5606049011241816,,21.0,,308.02345913228305,314.2905937586236,top_long__no_an.csv,"long run effect estimate of fao_value on RSUI for [No/An] Yield | Hen eggs in shell, fresh: positive (estimate=1.5606; p-value not provided in this file)."
RSUI,fao_value,element_item,"[g/An] Yield/Carcass Weight | Eggs from other birds in shell, fresh, n.e.c.",long_run,-0.4986008545730507,,21.0,,311.1590024759106,317.4261371022511,top_long__g_an.csv,"long run effect estimate of fao_value on RSUI for [g/An] Yield/Carcass Weight | Eggs from other birds in shell, fresh, n.e.c.: negative (estimate=-0.498601; p-value not provided in this file)."
RSUI,fao_value,element_item,"[g/An] Yield/Carcass Weight | Hen eggs in shell, fresh",long_run,0.0345610987399622,,21.0,,310.024287974483,316.2914226008235,top_long__g_an.csv,"long run effect estimate of fao_value on RSUI for [g/An] Yield/Carcass Weight | Hen eggs in shell, fresh: positive (estimate=0.0345611; p-value not provided in this file)."
RSUI,fao_value,element_item,"[g/An] Yield/Carcass Weight | Meat of chickens, fresh or chilled",long_run,0.0031473393207565,,21.0,,312.3303277718331,318.5974623981736,top_long__g_an.csv,"long run effect estimate of fao_value on RSUI for [g/An] Yield/Carcass Weight | Meat of chickens, fresh or chilled: positive (estimate=0.00314734; p-value not provided in this file)."
RSUI,fao_value,element_item,[ha] Area harvested | Carrots and turnips,long_run,0.0670054483049379,,21.0,,277.9456662579557,284.2128008842962,top_long__ha.csv,long run effect estimate of fao_value on RSUI for [ha] Area harvested | Carrots and turnips: positive (estimate=0.0670054; p-value not provided in this file).
RSUI,fao_value,element_item,"[ha] Area harvested | Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",long_run,0.2866026857076172,,21.0,,248.26715879377105,254.5342934201116,top_long__ha.csv,"long run effect estimate of fao_value on RSUI for [ha] Area harvested | Chillies and peppers, green (Capsicum spp. and Pimenta spp.): positive (estimate=0.286603; p-value not provided in this file)."
RSUI,fao_value,element_item,"[ha] Area harvested | Ginger, raw",long_run,0.1011657851684904,,21.0,,283.69825720788464,289.9653918342252,top_long__ha.csv,"long run effect estimate of fao_value on RSUI for [ha] Area harvested | Ginger, raw: positive (estimate=0.101166; p-value not provided in this file)."
RSUI,fao_value,element_item,"[kg/An] Yield/Carcass Weight | Meat of cattle with the bone, fresh or chilled",long_run,-41.70367501413511,,21.0,,308.62007323268773,314.88720785902825,top_long__kg_an.csv,"long run effect estimate of fao_value on RSUI for [kg/An] Yield/Carcass Weight | Meat of cattle with the bone, fresh or chilled: negative (estimate=-41.7037; p-value not provided in this file)."
RSUI,fao_value,element_item,"[kg/An] Yield/Carcass Weight | Meat of goat, fresh or chilled",long_run,27.21910302335577,,21.0,,307.81235781705425,314.0794924433948,top_long__kg_an.csv,"long run effect estimate of fao_value on RSUI for [kg/An] Yield/Carcass Weight | Meat of goat, fresh or chilled: positive (estimate=27.2191; p-value not provided in this file)."
RSUI,fao_value,element_item,"[kg/An] Yield/Carcass Weight | Meat of pig with the bone, fresh or chilled",long_run,24.991178721983268,,21.0,,312.79022053730034,319.05735516364086,top_long__kg_an.csv,"long run effect estimate of fao_value on RSUI for [kg/An] Yield/Carcass Weight | Meat of pig with the bone, fresh or chilled: positive (estimate=24.9912; p-value not provided in this file)."
RSUI,fao_value,element_item,[kg/ha] Yield | Areca nuts,long_run,0.2520407857140254,,21.0,,272.5343833854469,278.80151801178744,top_long__kg_ha.csv,long run effect estimate of fao_value on RSUI for [kg/ha] Yield | Areca nuts: positive (estimate=0.252041; p-value not provided in this file).
RSUI,fao_value,element_item,"[kg/ha] Yield | Mangoes, guavas and mangosteens",long_run,0.1314069426675825,,21.0,,287.64149887053946,293.90863349688,top_long__kg_ha.csv,"long run effect estimate of fao_value on RSUI for [kg/ha] Yield | Mangoes, guavas and mangosteens: positive (estimate=0.131407; p-value not provided in this file)."
RSUI,fao_value,element_item,[kg/ha] Yield | Plantains and cooking bananas,long_run,0.0234092000519458,,21.0,,253.0750087865477,259.3421434128882,top_long__kg_ha.csv,long run effect estimate of fao_value on RSUI for [kg/ha] Yield | Plantains and cooking bananas: positive (estimate=0.0234092; p-value not provided in this file).
RSUI,fao_value,element_item,[t] Production | Areca nuts,long_run,0.1044619957540726,,21.0,,278.92519327440147,285.192327900742,top_long__t.csv,long run effect estimate of fao_value on RSUI for [t] Production | Areca nuts: positive (estimate=0.104462; p-value not provided in this file).
RSUI,fao_value,element_item,"[t] Production | Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",long_run,0.0174160814646933,,21.0,,255.7307018582259,261.99783648456645,top_long__t.csv,"long run effect estimate of fao_value on RSUI for [t] Production | Chillies and peppers, green (Capsicum spp. and Pimenta spp.): positive (estimate=0.0174161; p-value not provided in this file)."
RSUI,fao_value,element_item,[t] Production | Plantains and cooking bananas,long_run,0.0005394839615429,,21.0,,259.1750279734334,265.4421625997739,top_long__t.csv,long run effect estimate of fao_value on RSUI for [t] Production | Plantains and cooking bananas: positive (estimate=0.000539484; p-value not provided in this file).
RSUI,fao_value,element_item,[1000 An] Stocks | Ducks,short_run,-81.4715002435942,0.0139185313162999,21.0,OK,294.4877810261311,300.7549156524716,top_short__1000_an.csv,"short run effect of fao_value on RSUI for [1000 An] Stocks | Ducks: negative (significant; coef=-81.4715, p=0.0139)."
RSUI,fao_value,element_item,"[An] Producing Animals/Slaughtered | Edible offal of pigs, fresh, chilled or frozen",short_run,-0.0386010778370151,0.0222964186604371,21.0,OK,300.5353439735053,306.80247859984587,top_short__an.csv,"short run effect of fao_value on RSUI for [An] Producing Animals/Slaughtered | Edible offal of pigs, fresh, chilled or frozen: negative (significant; coef=-0.0386011, p=0.0223)."
RSUI,fao_value,element_item,[An] Producing Animals/Slaughtered | Fat of pigs,short_run,-0.0386010778370151,0.0222964186604371,21.0,OK,300.5353439735053,306.80247859984587,top_short__an.csv,"short run effect of fao_value on RSUI for [An] Producing Animals/Slaughtered | Fat of pigs: negative (significant; coef=-0.0386011, p=0.0223)."
RSUI,fao_value,element_item,"[An] Producing Animals/Slaughtered | Meat of pig with the bone, fresh or chilled",short_run,-0.0386010778370151,0.0222964186604371,21.0,OK,300.5353439735053,306.80247859984587,top_short__an.csv,"short run effect of fao_value on RSUI for [An] Producing Animals/Slaughtered | Meat of pig with the bone, fresh or chilled: negative (significant; coef=-0.0386011, p=0.0223)."
RSUI,fao_value,element_item,"[ha] Area harvested | Mangoes, guavas and mangosteens",short_run,0.0881888730580159,0.0489075125456474,21.0,OK,306.95273606574943,313.21987069209,top_short__ha.csv,"short run effect of fao_value on RSUI for [ha] Area harvested | Mangoes, guavas and mangosteens: positive (significant; coef=0.0881889, p=0.0489)."
RSUI,fao_value,element_item,[ha] Area harvested | Millet,short_run,0.2134442864168975,0.0003382954298941,21.0,OK,294.9626035307857,301.22973815712623,top_short__ha.csv,"short run effect of fao_value on RSUI for [ha] Area harvested | Millet: positive (significant; coef=0.213444, p=0.000338)."
RSUI,fao_value,element_item,[ha] Area harvested | Sorghum,short_run,-3.0653482758973234,0.0248722630491967,21.0,OK,305.2874128782656,311.55454750460615,top_short__ha.csv,"short run effect of fao_value on RSUI for [ha] Area harvested | Sorghum: negative (significant; coef=-3.06535, p=0.0249)."
RSUI,fao_value,element_item,[kg/ha] Yield | Maize (corn),short_run,-0.5102668402905126,0.0015014886038668,21.0,OK,296.4204372084648,302.68757183480534,top_short__kg_ha.csv,"short run effect of fao_value on RSUI for [kg/ha] Yield | Maize (corn): negative (significant; coef=-0.510267, p=0.0015)."
RSUI,fao_value,element_item,[kg/ha] Yield | Plantains and cooking bananas,short_run,0.0675515178978305,2.3588287473670608e-09,21.0,OK,253.0750087865477,259.3421434128882,top_short__kg_ha.csv,"short run effect of fao_value on RSUI for [kg/ha] Yield | Plantains and cooking bananas: positive (significant; coef=0.0675515, p=2.36e-09)."
RSUI,fao_value,element_item,"[kg/ha] Yield | Pumpkins, squash and gourds",short_run,-0.2761861633631193,0.0002245109382837,21.0,OK,293.1046856038147,299.3718202301552,top_short__kg_ha.csv,"short run effect of fao_value on RSUI for [kg/ha] Yield | Pumpkins, squash and gourds: negative (significant; coef=-0.276186, p=0.000225)."
RSUI,fao_value,element_item,[t] Production | Areca nuts,short_run,-0.0401468007803352,8.335346990959232e-05,21.0,OK,278.92519327440147,285.192327900742,top_short__t.csv,"short run effect of fao_value on RSUI for [t] Production | Areca nuts: negative (significant; coef=-0.0401468, p=8.34e-05)."
RSUI,fao_value,element_item,[t] Production | Maize (corn),short_run,-0.0032541865663592,0.0009551037484685,21.0,OK,286.0271987624475,292.294333388788,top_short__t.csv,"short run effect of fao_value on RSUI for [t] Production | Maize (corn): negative (significant; coef=-0.00325419, p=0.000955)."
RSUI,fao_value,element_item,[t] Production | Plantains and cooking bananas,short_run,0.0013951116778195,1.0170382863514636e-08,21.0,OK,259.1750279734334,265.4421625997739,top_short__t.csv,"short run effect of fao_value on RSUI for [t] Production | Plantains and cooking bananas: positive (significant; coef=0.00139511, p=1.02e-08)."
